dataset_token,source_dataset,mcq_questions,model_id,fewshot_k,layers,strength,seed,baseline_accuracy,baseline_invalid_rate,baseline_correct,baseline_invalid,baseline_total,baseline_cache_path,steered_accuracy,steered_invalid_rate,steered_correct,steered_invalid,steered_total,steered_cache_path,steered_vector_path,delta_accuracy,delta_invalid_rate
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,"21,22,23,24,25",1.0,42,,,,,,,0.4932,0.0,2466,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_L21_22_23_24_25_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,"21,22,23,24,25",1.5,42,,,,,,,0.4932,0.0,2466,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_L21_22_23_24_25_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,"21,22,23,24,25",2.0,42,,,,,,,0.4932,0.0,2466,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_L21_22_23_24_25_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,"21,22,23,24,25",2.5,42,,,,,,,0.4932,0.0,2466,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_L21_22_23_24_25_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,"21,22,23,24,25",3.0,42,,,,,,,0.4928,0.0,2464,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_L21_22_23_24_25_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"14,15,16,17,18",1.0,42,,,,,,,0.578,0.0,2890,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L14_15_16_17_18_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"14,15,16,17,18",1.5,42,,,,,,,0.5742,0.0,2871,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L14_15_16_17_18_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"14,15,16,17,18",2.0,42,,,,,,,0.5724,0.0,2862,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L14_15_16_17_18_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"14,15,16,17,18",2.5,42,,,,,,,0.5734,0.0,2867,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L14_15_16_17_18_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"14,15,16,17,18",3.0,42,,,,,,,0.5724,0.0,2862,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L14_15_16_17_18_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"16,17,18,19,20",1.0,42,,,,,,,0.5728,0.0,2864,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L16_17_18_19_20_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"16,17,18,19,20",1.5,42,,,,,,,0.5688,0.0,2844,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L16_17_18_19_20_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"16,17,18,19,20",2.0,42,,,,,,,0.5684,0.0,2842,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L16_17_18_19_20_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"16,17,18,19,20",2.5,42,,,,,,,0.5662,0.0,2831,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L16_17_18_19_20_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"16,17,18,19,20",3.0,42,,,,,,,0.5648,0.0,2824,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L16_17_18_19_20_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"18,19,20,21,22",1.0,42,,,,,,,0.5766,0.0,2883,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L18_19_20_21_22_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"18,19,20,21,22",1.5,42,,,,,,,0.5766,0.0,2883,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L18_19_20_21_22_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"18,19,20,21,22",2.0,42,,,,,,,0.5746,0.0,2873,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L18_19_20_21_22_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"18,19,20,21,22",2.5,42,,,,,,,0.5746,0.0,2873,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L18_19_20_21_22_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-7B-Instruct,0,"18,19,20,21,22",3.0,42,,,,,,,0.575,0.0,2875,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-7B-Instruct_k0_L18_19_20_21_22_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"6,7,8,9,10",1.0,42,,,,,,,0.6242,0.0,3121,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L6_7_8_9_10_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"6,7,8,9,10",1.5,42,,,,,,,0.6266,0.0,3133,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L6_7_8_9_10_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"6,7,8,9,10",2.0,42,,,,,,,0.6278,0.0,3139,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L6_7_8_9_10_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"6,7,8,9,10",2.5,42,,,,,,,0.6284,0.0,3142,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L6_7_8_9_10_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"6,7,8,9,10",3.0,42,,,,,,,0.6282,0.0,3141,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L6_7_8_9_10_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"8,9,10,11,12",1.0,42,,,,,,,0.623,0.0,3115,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L8_9_10_11_12_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"8,9,10,11,12",1.5,42,,,,,,,0.621,0.0,3105,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L8_9_10_11_12_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"8,9,10,11,12",2.0,42,,,,,,,0.6208,0.0,3104,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L8_9_10_11_12_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"8,9,10,11,12",2.5,42,,,,,,,0.6186,0.0,3093,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L8_9_10_11_12_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"8,9,10,11,12",3.0,42,,,,,,,0.6174,0.0,3087,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L8_9_10_11_12_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"10,11,12,13,14",1.0,42,,,,,,,0.6174,0.0,3087,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L10_11_12_13_14_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"10,11,12,13,14",1.5,42,,,,,,,0.614,0.0,3070,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L10_11_12_13_14_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"10,11,12,13,14",2.0,42,,,,,,,0.6114,0.0,3057,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L10_11_12_13_14_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"10,11,12,13,14",2.5,42,,,,,,,0.6084,0.0,3042,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L10_11_12_13_14_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,"10,11,12,13,14",3.0,42,,,,,,,0.6052,0.0,3026,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_L10_11_12_13_14_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"19,20,21,22,23",1.0,42,,,,,,,0.6464,0.0,3232,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L19_20_21_22_23_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"19,20,21,22,23",1.5,42,,,,,,,0.6454,0.0,3227,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L19_20_21_22_23_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"19,20,21,22,23",2.0,42,,,,,,,0.646,0.0,3230,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L19_20_21_22_23_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"19,20,21,22,23",2.5,42,,,,,,,0.6456,0.0,3228,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L19_20_21_22_23_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"19,20,21,22,23",3.0,42,,,,,,,0.6448,0.0,3224,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L19_20_21_22_23_a3p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"21,22,23,24,25",1.0,42,,,,,,,0.6464,0.0,3232,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L21_22_23_24_25_a1p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"21,22,23,24,25",1.5,42,,,,,,,0.6444,0.0,3222,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L21_22_23_24_25_a1p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"21,22,23,24,25",2.0,42,,,,,,,0.645,0.0,3225,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L21_22_23_24_25_a2p0_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/steering_100/tssb/mcq/tssb_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,0,"21,22,23,24,25",2.5,42,,,,,,,0.6428,0.0,3214,0,5000,mcq_cache/steering_100/tssb/steered_tssb_mcq_k0_seed42_Qwen-Qwen2.5-Coder-14B-Instruct_k0_L21_22_23_24_25_a2p5_seed42_es0_el5000.json,vectors/python/correctness_vector_100_qwen2-5-coder-14b-instruct_pca_center_suffix.svec,,
