check_id,title,subsection_language,source_url,num_code_blocks_in_subsection,num_variants,base_code,optimized_code_1,optimized_code_2,optimized_code_3,optimized_code_4,optimized_code_5,optimized_code_6,optimized_code_7
PWR018,PWR018: Call to recursive function within a loop inhibits vectorization,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR018/README.md,2,1,"// example.c
double fib(unsigned n) {
  if (n == 0) {
    return 0.0;
  }
  if (n == 1) {
    return 1.0;
  }
  return fib(n - 1) + fib(n - 2);
}

double example(unsigned times) {
  double sum = 0.0;
  for (unsigned i = 0; i < times; i++) {
    sum += fib(i);
  }
  return sum;
}","// solution.c
__attribute__((pure)) double solution(unsigned times) {
  double sum = 0.0;
  double fib_0 = 0.0;
  double fib_1 = 1.0;
  for (unsigned i = 2; i < times; i++) {
    double fib = fib_0 + fib_1;
    sum += fib;
    fib_0 = fib_1;
    fib_1 = fib;
  }
  return sum;
}",,,,,,
PWR018,PWR018: Call to recursive function within a loop inhibits vectorization,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR018/README.md,2,1,"! example.f90
module mod_fibonacci
  implicit none
  contains
  recursive function fibonacci(n) result(fibo)
    implicit none
    integer, intent(in) :: n
    integer :: fibo

    if (n == 0) then
      fibo = 0
    else if (n == 1) then
      fibo = 1
    else
      fibo = fibonacci(n - 1) + fibonacci(n - 2)
    end if
  end function fibonacci
end module mod_fibonacci

subroutine example(times)
  use mod_fibonacci, only : fibonacci

  implicit none
  integer, intent(in) :: times
  integer :: i, sum

  sum = 0

  do i = 0, times - 1
    sum = sum + fibonacci(i)
  end do
end subroutine example","! solution.f90
subroutine solution(times)
  implicit none
  integer, intent(in) :: times
  integer :: i, sum
  integer :: fib_0, fib_1, fib

  sum = 0
  fib_0 = 0
  fib_1 = 1

  do i = 2, times - 1
    fib = fib_0 + fib_1
    sum = sum + fib
    fib_0 = fib_1
    fib_1 = fib
  end do
end subroutine solution",,,,,,
PWR019,PWR019: Consider interchanging loops to favor vectorization by maximizing inner loop's trip count,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR019/README.md,2,1,"for (int i = 0; i < n; i++) {
  for (int j = margin; j < n - margin; j++) {
    bb[i][j] = 0.0;
    for (int k = -margin; k < margin; k++) {
      bb[i][j] += aa[i][j + k];
    }
  }
}","for (int i = 0; i < n; i++) {
  for (int j = margin; j < n - margin; j++) {
    bb[i][j] = 0.0;
  }

  for (int k = -margin; k < margin; k++) {
    for (int j = margin; j < n - margin; j++) {
      bb[i][j] += aa[i][j + k];
    }
  }
}",,,,,,
PWR019,PWR019: Consider interchanging loops to favor vectorization by maximizing inner loop's trip count,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR019/README.md,2,1,"do i = 1, n
  do j = margin, n - margin
    bb(i, j) = 0.0

    do k = -margin, margin
      bb(i, j) = bb(i, j) + aa(i, j + k)
    end do
  end do
end do","do i = 1, n
  do j = margin, n - margin
    bb(i, j) = 0.0
  end do

  do k = -margin, margin
    do j = margin, n - margin
      bb(i, j) = bb(i, j) + aa(i, j + k)
    end do
  end do
end do",,,,,,
PWR020,PWR020: Consider loop fission to enable vectorization,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR020/README.md,2,1,"void example() {
  int A[1000], B[1000], C[1000];

  for (int i = 0; i < 1000; i++) {
    A[i] = B[i] = C[i] = i;
  }

  for (int i = 0; i < 1000; i++) {
    A[i] += i;
    B[C[i]] += i;
  }
}","void example() {
  int A[1000], B[1000], C[1000];

  for (int i = 0; i < 1000; i++) {
    A[i] = B[i] = C[i] = i;
  }

  for (int i = 0; i < 1000; i++) {
    A[i] += i;
  }

  for (int i = 0; i < 1000; i++) {
    B[C[i]] += i;
  }
}",,,,,,
PWR020,PWR020: Consider loop fission to enable vectorization,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR020/README.md,2,1,"subroutine example()
  implicit none
  integer :: a(100), b(100), c(100), i

  do i = 1, 100
    a(i) = i
    b(i) = i
    c(i) = i
  end do

  do i = 1, 100
    a(i) = a(i) + i
    b(c(i)) = b(c(i)) + i
  end do
end subroutine example","subroutine example()
  implicit none
  integer :: a(100), b(100), c(100), i

  do i = 1, 100
    a(i) = i
    b(i) = i
    c(i) = i
  end do

  do i = 1, 100
    a(i) = a(i) + i
  end do

  do i = 1, 100
    b(c(i)) = b(c(i)) + i
  end do
end subroutine example",,,,,,
PWR021,PWR021: Consider loop fission with scalar to vector promotion to enable vectorization,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR021/README.md,2,1,"__attribute__((pure)) int expensive_computation(int *C, int i) {
    return C[i] * 2;
}

void example(int *A, int *C) {
  for (int i = 0; i < 1000; i++) {
    int t = expensive_computation(C, i);
    A[C[i]] += t;
  }
}","__attribute__((pure)) int expensive_computation(int *C, int i) {
  return C[i] * 2;
}

void example(int *A, int *C) {
  int t[1000];
  for (int i = 0; i < 1000; i++) {
    t[i] = expensive_computation(C, i);
  }

  for (int i = 0; i < 1000; i++) {
    A[C[i]] += t[i];
  }
}",,,,,,
PWR021,PWR021: Consider loop fission with scalar to vector promotion to enable vectorization,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR021/README.md,2,1,"subroutine example()
  implicit none
  integer :: a(1000), c(1000), i, t

  do i = 1, 1000
    t = expensive_computation(c, i)
    a(c(i)) = a(c(i)) + t
  end do

contains

  pure integer function expensive_computation(c, i)
    implicit none
    integer, intent(in) :: i, c(:)

    expensive_computation = c(i) * 2
  end function expensive_computation
end subroutine example","subroutine example()
  implicit none
  integer :: a(1000), c(1000), t(1000), i, b

  do i = 1, 1000
    t(i) = expensive_computation(c, i)
  end do
  do i = 1, 1000
    a(c(i)) = a(c(i)) + t(i)
  end do

contains

  pure integer function expensive_computation(c, i)
    implicit none
    integer, intent(in) :: i, c(:)

    expensive_computation = c(i) * 2
  end function expensive_computation
end subroutine example",,,,,,
PWR022,PWR022: Move invariant conditional out of the loop to facilitate vectorization,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR022/README.md,2,1,"int example(int *A, int n) {
  int total = 0;

  for (int i = 0; i < n; ++i) {
    if (n < 10) {
      total++;
    }
    A[i] = total;
  }

  return total;
}","int example(int *A, int n) {
  int total = 0;

  if (n < 10) {
    for (int i = 0; i < n; ++i) {
      A[i] = ++total;
    }
  } else {
    for (int i = 0; i < n; ++i) {
      A[i] = total;
    }
  }

  return total;
}",,,,,,
PWR022,PWR022: Move invariant conditional out of the loop to facilitate vectorization,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR022/README.md,2,1,"pure subroutine example(array)
  integer, intent(out) :: array(:)
  integer :: i, total

  total = 0

  do i = 1, size(array, 1)
    if (size(array, 1) < 10) then
      total = total + 1
    end if
    array(i) = total
  end do
end subroutine example","pure subroutine example(array)
  integer, intent(out) :: array(:)
  integer :: i, total

  total = 0

  if (size(array, 1) < 10) then
    do i = 1, size(array, 1)
      total = total + 1
      array(i) = total
    end do
  else
    do i = 1, size(array, 1)
      array(i) = total
    end do
  end if
end subroutine example",,,,,,
PWR025,PWR025: Consider annotating pure function with OpenMP `declare simd`,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR025/README.md,2,1,"__attribute__((const)) int foo(int a) {
  return 2 * a;
}

void example(int *A, int n) {
  for (int i = 0; i < n; i++) {
    A[i] = foo(i);
  }
}","#pragma omp declare simd
__attribute__((const)) int foo(int a) {
  return 2 * a;
}

void example(int *A, int n) {
  for (int i = 0; i < n; i++) {
    A[i] = foo(i);
  }
}",,,,,,
PWR025,PWR025: Consider annotating pure function with OpenMP `declare simd`,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR025/README.md,2,1,"subroutine example(A)
  implicit none
  integer, intent(out) :: A(:)
  integer :: i

  do i = 1, size(A, 1)
    A(i) = foo(i)
  end do

contains

  pure integer function foo(a)
    implicit none
    integer, intent(in) :: a
    foo = 2 * a
  end function foo
end subroutine example","subroutine example(A)
  implicit none
  integer, intent(out) :: A(:)
  integer :: i

  do i = 1, size(A, 1)
    A(i) = foo(i)
  end do

contains

  pure integer function foo(a)
    !$omp declare simd
    implicit none
    integer, intent(in) :: a
    foo = 2 * a
  end function foo
end subroutine example",,,,,,
PWR026,PWR026: Annotate function for OpenMP offload,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR026/README.md,2,1,"__attribute__((const)) int foo(int a) {
  return 2 * a;
}

void example(int n, int *A) {
  #pragma omp target teams distribute parallel for default(none) shared(A, n)
  for (int i = 0; i < n; i++) {
    A[i] = foo(i);
  }
}","#pragma omp declare target
__attribute__((const)) int foo(int a) {
  return 2 * a;
}
#pragma omp end declare target

void example(int n, int *A) {
  #pragma omp target teams distribute parallel for default(none) shared(A, n)
  for (int i = 0; i < n; i++) {
    A[i] = foo(i);
  }
}",,,,,,
PWR026,PWR026: Annotate function for OpenMP offload,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR026/README.md,2,1,"subroutine example(A)
  implicit none
  integer, intent(out) :: A(:)
  integer :: i

  !$omp target teams distribute parallel do default(none) private(i) shared(A)
  do i = 1, size(A, 1)
    A(i) = foo(i)
  end do

contains

  pure integer function foo(a)
    implicit none
    integer, intent(in) :: a
    foo = 2 * a
  end function foo
end subroutine example","subroutine example(A)
  implicit none
  integer, intent(out) :: A(:)
  integer :: i

  !$omp target teams distribute parallel do default(none) private(i) shared(A)
  do i = 1, size(A, 1)
    A(i) = foo(i)
  end do

contains

  pure integer function foo(a)
    !$omp declare target
    implicit none
    integer, intent(in) :: a
    foo = 2 * a
  end function foo
end subroutine example",,,,,,
PWR027,PWR027: Annotate function for OpenACC offload,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR027/README.md,2,1,"__attribute__((const)) int foo(int a) {
  return 2 * a;
}

void example(int n, int *A) {
  #pragma acc kernels
  for (int i = 0; i < n; i++) {
    A[i] = foo(i);
  }
}","#pragma acc routine
__attribute__((const)) int foo(int a) {
  return 2 * a;
}

void example(int n, int *A) {
  #pragma acc kernels
  for (int i = 0; i < n; i++) {
    A[i] = foo(i);
  }
}",,,,,,
PWR027,PWR027: Annotate function for OpenACC offload,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR027/README.md,2,1,"subroutine example(A)
  implicit none
  integer, intent(out) :: A(:)
  integer :: i

  !$acc kernels
  do i = 1, size(A, 1)
    A(i) = foo(i)
  end do
  !$acc end kernels

contains

  pure integer function foo(a)
    implicit none
    integer, intent(in) :: a
    foo = 2 * a
  end function foo
end subroutine example","subroutine example(A)
  implicit none
  integer, intent(out) :: A(:)
  integer :: i

  !$acc kernels
  do i = 1, size(A, 1)
    A(i) = foo(i)
  end do
  !$acc end kernels

contains

  pure integer function foo(a)
    !$acc routine
    implicit none
    integer, intent(in) :: a
    foo = 2 * a
  end function foo
end subroutine example",,,,,,
PWR029,PWR029: Remove integer increment preventing performance optimization,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR029/README.md,2,1,"void example(float *a, float *b, unsigned size) {
  unsigned k = 0;
  for (unsigned i = 0; i < size; i++) {
    b[i] = a[k] + 1;
    k = k + 1;
  }
}","for (unsigned i = 0; i < size; i++) {
  b[i] = a[i] + 1;
}",,,,,,
PWR029,PWR029: Remove integer increment preventing performance optimization,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR029/README.md,2,1,"subroutine example(a, b)
  real, intent(in) :: a
  real, intent(out) :: b
  integer :: i, k

  k = 1
  do i = 1, size(b, 1)
    b(i) = a(k) + 1
    k = k + 1
  end do
end subroutine example","subroutine example(a, b)
  real, intent(in) :: a
  real, intent(out) :: b
  integer :: i

  do i = 1, size(b, 1)
    b(i) = a(i) + 1
  end do
end subroutine example",,,,,,
PWR031,"PWR031: Replace pow by multiplication, division and/or square root",C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR031/README.md,3,2,"// example.c
#include <math.h>
#include <stdio.h>

__attribute__((const)) double raise_x_to_the_power_of_1_point_5(double x) {
  return pow(x, 1.5);
}

int main() {
  printf(""2 raised to the power of 1.5 is: %0.15f\n"",
         raise_x_to_the_power_of_1_point_5(2.0));
  return 0;
}","// solution.c
...

__attribute__((const)) double raise_x_to_the_power_of_1_point_5(double x) {
  return x * sqrt(x);
}

...","$ gcc --version
gcc (GCC) 14.2.1 20240910
$ gcc example.c -lm -o example
$ gcc solution.c -lm -o solution
$ ./example
2 raised to the power of 1.5 is: 2.828427124746190
$ ./solution
2 raised to the power of 1.5 is: 2.828427124746190",,,,,
PWR031,"PWR031: Replace pow by multiplication, division and/or square root",Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR031/README.md,3,2,"! example.f90
program main
  use iso_fortran_env, only : real64
  implicit none
  !
  print '(A, F0.15)', '2 raised to the power of 1.5 is: ', &
      raise_x_to_the_power_of_1_point_5(2.0_real64)
contains
  pure function raise_x_to_the_power_of_1_point_5(x)
    implicit none
    ! function return type
    real(kind=real64) :: raise_x_to_the_power_of_1_point_5
    ! dummy args
    real(kind=real64), intent(in) :: x
    !
    raise_x_to_the_power_of_1_point_5 = x ** 1.5_real64
  end function raise_x_to_the_power_of_1_point_5
end program main","! solution.f90
program main
  ...
contains
  pure function raise_x_to_the_power_of_1_point_5(x)
    ...
    raise_x_to_the_power_of_1_point_5 = x * sqrt(x)
  end function raise_x_to_the_power_of_1_point_5
end program main","$ gfortran --version
GNU Fortran (GCC) 14.2.1 20240910
$ gfortran example.f90 -o example
$ gfortran solution.f90 -o solution
$ ./example
2 raised to the power of 1.5 is: 2.828427124746190
$ ./solution
2 raised to the power of 1.5 is: 2.828427124746190",,,,,
PWR034,PWR034: Avoid strided array access to improve performance,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR034/README.md,3,2,"void example(float *a, unsigned size) {
  for (unsigned i = 0; i < size; i += 2) {
    a[i] = 0.0f;
  }
}","for (int i = 0; i < LEN; ++i) {
  for (int j = 1; j < LEN; j++) {
    a[j * LEN + i] = a[j * LEN + i - 1] + b[j * LEN + i];
  }
}","for (int j = 1; j < LEN; ++j) {
  for (int i = 0; i < LEN; i++) {
    a[j * LEN + i] = a[j * LEN + i - 1] + b[j * LEN + i];
  }
}",,,,,
PWR034,PWR034: Avoid strided array access to improve performance,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR034/README.md,3,2,"subroutine example(a)
  real, intent(out) :: a(:)
  integer :: i

  do i = 1, size(a, 1), 2
    a(i) = 0.0
  end do
end subroutine example","do i = 1, size(a, 1)
  do j = 2, size(a, 2)
    a(i, j) = a(i, j - 1) + b(i, j)
  end do
end do","do j = 2, size(a, 2)
  do i = 1, size(a, 1)
    a(i, j) = a(i, j - 1) + b(i, j)
  end do
end do",,,,,
PWR036,PWR036: Avoid indirect array access to improve performance,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR036/README.md,3,2,"void example(float *a, unsigned *b, unsigned size) {
  for (unsigned i = 0; i < size; ++i) {
    a[b[i]] = 0.0f;
  }
}","for (int i = 0; i < LEN_1D; ++i) {
  for (int j = 1; j < LEN_1D; j++) {
    c[i] += a[index[j]];
  }
}","for (int j = 1; j < LEN_1D; j++) {
  for (int i = 0; i < LEN_1D; ++i) {
    c[i] += a[index[j]];
  }
}",,,,,
PWR036,PWR036: Avoid indirect array access to improve performance,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR036/README.md,3,2,"subroutine example()
  implicit none
  integer, intent(out) :: a
  integer, intent(in) :: b
  integer :: i

  do i = 1, size(a, 1)
    a(b(i)) = 0
  end do
end subroutine example","do i = 1, size(c, 1)
  do j = 2, size(index, 1)
    c(i) = c(i) + a(index(j))
  end do
end do","do j = 2, size(index, 1)
  do i = 1, size(c, 1)
    c(i) = c(i) + a(index(j))
  end do
end do",,,,,
PWR039,PWR039: Consider loop interchange to improve the locality of reference and enable vectorization,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR039/README.md,2,1,"void example(double **A, int n) {
  for (int j = 0; j < n; j++) {
    for (int i = 0; i < n; i++) {
      A[i][j] = 0.0;
    }
  }
}","void example(double **A, int n) {
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < n; j++) {
      A[i][j] = 0.0;
    }
  }
}",,,,,,
PWR039,PWR039: Consider loop interchange to improve the locality of reference and enable vectorization,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR039/README.md,2,1,"pure subroutine example(A)
  real, intent(out) :: A(:, :)
  integer :: i, j

  do i = 1, size(A, 1)
    do j = 1, size(A, 2)
      A(i, j) = 0.0
    end do
  end do
end subroutine example","pure subroutine example(A)
  real, intent(out) :: A(:, :)
  integer :: i, j

  do j = 1, size(A, 2)
    do i = 1, size(A, 1)
      A(i, j) = 0.0
    end do
  end do
end subroutine example",,,,,,
PWR040,PWR040: Consider loop tiling to improve the locality of reference,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR040/README.md,2,1,"void example(double **A, double **B, int n) {
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < n; j++) {
      A[i][j] = B[j][i];
    }
  }
}","for (int ii = 0; ii < n; ii += TILE_SIZE) {
  for (int jj = 0; jj < n; jj += TILE_SIZE) {
    for (int i = ii; i < MIN(ii + TILE_SIZE, n); i++) {
      for (int j = jj; j < MIN(jj + TILE_SIZE, n); j++) {
        A[i][j] = B[j][i];
      }
    }
  }
}",,,,,,
PWR040,PWR040: Consider loop tiling to improve the locality of reference,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR040/README.md,2,1,"pure subroutine example(a, b)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), dimension(:, :), intent(out) :: a
  real(kind=real32), dimension(:, :), intent(in) :: b
  integer :: i, j

  do j = 1, size(a, 2)
    do i = 1, size(a, 1)
      a(i, j) = b(j, i)
    end do
  end do
end subroutine example","do jj = 1, size(a, 2), TILE_SIZE
  do ii = 1, size(a, 1), TILE_SIZE
    do j = jj, MIN(jj + TILE_SIZE, size(a, 2))
      do i = ii, MIN(ii + TILE_SIZE, size(a, 1))
        a(i, j) = b(j, i)
      end do
    end do
  end do
end do",,,,,,
PWR042,PWR042: Consider loop interchange by promoting the scalar reduction variable to an array,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR042/README.md,4,3,"for (int i = 0; i < n; i++) {
  double s = 0.0;

  for (int j = 0; j < n; j++) {
    s += A[j][i];
  }

  B[i] = 0.1 * s;
}","for (int i = 0; i < n; i++) {
  s[i] = 0.0;

  for (int j = 0; j < n; j++) {
    s[i] += a[j][i];
  }

  B[i] = 0.1 * s[i];
}","for (int i = 0; i < n; i++) {
  s[i] = 0.0;
}

for (int i = 0; i < n; i++) {
  for (int j = 0; j < n; j++) {
    s[i] += a[j][i];
  }
}

for (int i = 0; i < n; i++) {
  B[i] = 0.1 * s[i];
}","for (int i = 0; i < n; i++) {
  s[i] = 0.0;
}
for (int j = 0; j < n; j++) {
  for (int i = 0; i < n; i++) {
    s[i] += a[j][i];
  }
}
for (int i = 0; i < n; i++) {
  b[i] = 0.1 * s[i];
}",,,,
