timestamp,run_kind,dataset_token,source_dataset,mcq_questions,model_id,mode,fewshot_k,layers,strength,seed,accuracy,invalid_rate,correct,invalid,total,cache_path,vector_path,eval_limit,eval_start
1764059028.5169902,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,2.0,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764059102.4583998,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.35:6,1.5,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a1p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764059846.2599282,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,2.5,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764059875.5156941,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.35:6,2.0,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a2p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764060647.7277179,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.35:6,2.5,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a2p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764060648.8838024,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,3.0,42,0.4946,0.0,2473,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a3p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764061427.8754075,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.35:6,3.0,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a3p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764061540.6056082,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.75:6,1.0,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764062389.7463834,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,1.0,42,0.4932,0.0,2466,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a1p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764062430.3247135,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.75:6,1.5,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764063277.59355,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,1.5,42,0.4936,0.0,2468,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a1p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764063332.9632423,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.75:6,2.0,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a2p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764064149.8647313,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,2.0,42,0.494,0.0,2470,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764064237.4071345,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.75:6,2.5,42,0.4946,0.0,2473,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a2p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764065019.3894644,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,2.5,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764065160.4680927,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.75:6,3.0,42,0.4944,0.0,2472,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a3p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764065840.9342544,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.55:6,3.0,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a3p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764066042.2754486,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.90:6,1.0,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.90-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764066905.803561,steered,tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.75:6,1.0,42,0.4928,0.0,2464,0,5000,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a1p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
1764066928.2220826,steered,manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,steered,0,band:0.90:6,1.5,42,0.4942,0.0,2471,0,5000,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.90-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,5000,0
